name,type1,type2,type3,lon,lat
北京鹫峰国家森林公园,风景名胜,风景名胜,省级景点,116.085213,40.056718
街心公园,风景名胜,公园广场,公园,116.338711,39.729027
白家大院,餐饮服务,中餐厅,中餐厅,116.304749,39.979724
静安寺(装修中),风景名胜,风景名胜,寺庙道观,116.671417,39.910460
柳沟民俗旅游度假区,风景名胜,风景名胜,风景名胜,116.09735,40.446727
十里河天娇文化城,购物服务,特色商业街,特色商业街,116.457246,39.862145
西海子西园,餐饮服务,中餐厅,中餐厅,116.674020,39.887943
紫光园特色小吃,餐饮服务,中餐厅,清真菜馆,116.308310,39.851090
广济寺,风景名胜,风景名胜,寺庙道观,116.372308,39.924856
九头鸟(航天桥店),餐饮服务,中餐厅,湖北菜(鄂菜),116.307757,39.923506
丽都广场,购物服务,商场,购物中心,116.478471,39.977187
莆田(王府中环东座),餐饮服务,中餐厅,福建菜,116.409721,39.912339
湘水之珠(德胜门店),餐饮服务,中餐厅,湖南菜(湘菜),116.393050,39.951359
北京赛特奥莱,购物服务,商场,购物中心,116.505213,40.035481
星城商厦,购物服务,商场,普通商场,116.338991,39.730491
西山公园,风景名胜,公园广场,公园,116.239418,39.947117
北店时代广场,购物服务,商场,购物中心,116.336149,40.080366
食家鸽园,餐饮服务,中餐厅,中餐厅,116.210655,40.239789
长城公园,风景名胜,公园广场,公园,116.851101,40.402917
日昌餐馆(五道口店),餐饮服务,中餐厅,广东菜(粤菜),116.338598,39.993240
烤肉季(后海店),餐饮服务,中餐厅,特色/地方风味餐厅,116.394039,39.939160
念坛公园,风景名胜,公园广场,公园,116.313045,39.705371
独音唱片,购物服务,专卖店,音像店,116.407108,39.940706
崇文区人口文化园,风景名胜,公园广场,公园,116.401113,39.870598
千灵山,风景名胜,风景名胜,风景名胜,116.08558,39.860849
伊豆野菜村(金地中心店),餐饮服务,外国餐厅,日本料理,116.475251,39.909165
丽都花园,风景名胜,公园广场,公园,116.479493,39.974851
平谷桃花海,风景名胜,风景名胜,风景名胜,117.170768,40.254788
十三陵-永陵,风景名胜,风景名胜,世界遗产,116.256738,40.289742
丰联广场,购物服务,商场,普通商场,116.438316,39.923635
唐人街购物广场,购物服务,商场,购物中心,116.390649,39.981197
中关村公园,风景名胜,公园广场,公园广场,116.283458,40.060895
三样菜(阜成路店),餐饮服务,中餐厅,四川菜(川菜),116.280145,39.924784
大明眼镜(王府井旗舰店),购物服务,专卖店,眼镜店,116.411067,39.910033
海底捞火锅(万丰桥店),餐饮服务,中餐厅,火锅店,116.297260,39.865862
大鸭梨烤鸭(回龙观店),餐饮服务,中餐厅,特色/地方风味餐厅,116.334134,40.074029
凯德MALL(望京店),购物服务,商场,购物中心,116.468697,39.992962
天厨妙香素食(清华店),餐饮服务,中餐厅,中式素菜馆,116.329183,39.995194
小吊梨汤(新奥购物中心),餐饮服务,中餐厅,北京菜,116.394273,39.999918
什刹海-云起,风景名胜,风景名胜,风景名胜,116.387252,39.942377
金手勺百姓生活菜馆,餐饮服务,中餐厅,东北菜,116.818617,40.365051
苏宁易购(新华东街店),购物服务,家电电子卖场,苏宁,116.670309,39.908389
外婆家(荟聚购物中心),餐饮服务,中餐厅,浙江菜,116.325887,39.788932
回龙观体育公园(建设中),风景名胜,公园广场,公园,116.341989,40.077885
明珠广场,风景名胜,公园广场,城市广场,116.349403,39.78909
新发地市场精品水果交易区,购物服务,综合市场,果品市场,116.341312,39.810719
西贝莜面村(六里桥店),餐饮服务,中餐厅,西北菜,116.304439,39.882466
紫光园(亦庄店),餐饮服务,中餐厅,中餐厅,116.546787,39.818401
夜上海(长安大戏院店),餐饮服务,中餐厅,上海菜,116.430297,39.909538
岳各庄批发市场(西四环中路辅路),购物服务,综合市场,综合市场,116.281226,39.878188
乐多港假日广场,购物服务,商场,购物中心,116.190049,40.232701
花果山景区,风景名胜,风景名胜,风景名胜,115.615553,39.643001
元大都城垣遗址,风景名胜,风景名胜,风景名胜,116.354189,39.962988
双秀公园,风景名胜,公园广场,公园,116.374793,39.966283
白云驿站,购物服务,花鸟鱼虫市场,花卉市场,116.346714,39.901129
和彩放题(渔阳店),餐饮服务,外国餐厅,日本料理,116.447810,39.945837
十三陵-景陵,风景名胜,风景名胜,世界遗产,116.257565,40.300011
北京奥林匹克公园-奥林匹克森林公园,风景名胜,风景名胜,国家级景点|购物服务;便民商店/便利店;便民商店/便利店,116.390393,40.018974
历代帝王庙(装修中),风景名胜,风景名胜,寺庙道观,116.367443,39.924802
夕照寺,风景名胜,风景名胜,寺庙道观,116.439444,39.889729
南大红门建材批发城(京福路),购物服务,家居建材市场,建材五金市场,116.479108,39.71306
银锭桥,风景名胜,风景名胜,风景名胜,116.393619,39.938976
望京1号,餐饮服务,中餐厅,四川菜(川菜),116.500131,40.002891
北农市场,购物服务,综合市场,农副产品市场,116.321199,40.094628
丰台花园,风景名胜,公园广场,公园,116.287817,39.864526
朝来春花卉市场,购物服务,花鸟鱼虫市场,花卉市场,116.442661,40.031570
北京宴(总店),餐饮服务,中餐厅,综合酒楼,116.285446,39.889897
比格比萨(望承公园店),餐饮服务,快餐厅,快餐厅,116.451264,39.995576
百合素食(草园胡同店),餐饮服务,中餐厅,中式素菜馆,116.424173,39.942611
智化寺,风景名胜,风景名胜,寺庙道观,116.432331,39.917492
凯德晶品购物中心,购物服务,商场,购物中心,116.29743,39.908254
火烧云,餐饮服务,中餐厅,云贵菜,116.462879,39.921089
太阳宫公园,风景名胜,公园广场,公园,116.45541,39.975502
盒马鲜生(大成店),购物服务,超级市场,超市,116.265196,39.889015
天门山风景区,风景名胜,风景名胜,风景名胜,116.787718,40.591651
苏宁易购(望京店),购物服务,家电电子卖场,苏宁,116.468156,40.006381
百安居(双井店),购物服务,家居建材市场,家具建材综合市场,116.474709,39.893748
十三陵-茂陵,风景名胜,风景名胜,世界遗产,116.232572,40.315823
国泰百货(天通苑店),购物服务,商场,普通商场,116.435655,40.073176
五道口购物中心,购物服务,商场,购物中心,116.339083,39.992028
百里山水画廊,风景名胜,风景名胜,国家级景点,116.322195,40.685373
万国城MOMA商业中心,购物服务,商场,购物中心,116.438938,39.947695
金融街购物中心2期,购物服务,商场,购物中心,116.360439,39.915888
翠微大厦,购物服务,商场,购物中心,116.303255,39.908331
北京大红门服装商贸城,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,116.398874,39.848144
猫小院之猫镇(南锣旗舰店),餐饮服务,外国餐厅,西餐厅(综合风味)|餐饮服务;冷饮店;冷饮店,116.403430,39.939075
九头鸟(上地店),餐饮服务,中餐厅,湖北菜(鄂菜)|餐饮服务;中餐厅;综合酒楼,116.302059,40.043653
柏林寺,风景名胜,风景名胜,寺庙道观,116.419861,39.946286
顺义公园,风景名胜,公园广场,公园,116.662209,40.120988
红领巾公园,风景名胜,公园广场,公园,116.490857,39.92591
万丰公园,风景名胜,公园广场,公园,116.291919,39.883235
紫光园特色小吃(马桥店),餐饮服务,中餐厅,清真菜馆,116.556221,39.753408
燕郊烧鸽子(和众店),餐饮服务,中餐厅,东北菜,116.490944,39.883624
淮扬府(安定门店),餐饮服务,中餐厅,江苏菜,116.408559,39.953919
北京牛街礼拜寺,风景名胜,风景名胜,回教寺,116.364651,39.885694
迎宾馆,风景名胜,风景名胜,风景名胜,116.421479,39.912932
嘉和一品粥(嘉园路店),餐饮服务,中餐厅,特色/地方风味餐厅,116.367297,39.845668
澳门中心,购物服务,商场,购物中心,116.41333,39.914813
窦店清真寺,风景名胜,风景名胜,回教寺,116.065862,39.638098
簋街龙虾(通乐总店),餐饮服务,中餐厅,海鲜酒楼,116.429067,39.940661
苏宁易购手机维修中心(通州西门店),购物服务,家电电子卖场,家电电子卖场|生活服务;生活服务场所;生活服务场所,116.644985,39.907157
怀柔商业街,购物服务,特色商业街,特色商业街,116.636897,40.315081
万芳亭公园,风景名胜,公园广场,公园,116.376087,39.858595
徽州小镇(惠新东街店),餐饮服务,中餐厅,安徽菜(徽菜),116.422620,39.976911
华润万家(酒仙桥店),购物服务,超级市场,华润,116.490381,39.985056
眉州东坡酒楼(国奥村店),餐饮服务,中餐厅,四川菜(川菜),116.381372,40.008497
四季民福烤鸭店(工体店),餐饮服务,中餐厅,北京菜,116.449217,39.928949
铁壁银山,风景名胜,风景名胜,国家级景点,116.327917,40.319823
牛街聚宝源涮肉(望京店),餐饮服务,中餐厅,清真菜馆,116.470371,40.005366
徽州小镇(鼓楼大街店),餐饮服务,中餐厅,安徽菜(徽菜),116.396994,39.951891
玉林烤鸭店(康庄分店),餐饮服务,中餐厅,特色/地方风味餐厅,116.314208,39.755122
禾记港式茶餐厅,餐饮服务,快餐厅,茶餐厅,116.558339,40.063996
小堡文化广场,风景名胜,公园广场,城市广场,116.722363,39.949074
旺顺阁海鲜广场(亚运村店),餐饮服务,中餐厅,海鲜酒楼,116.417967,40.000615
小木屋,餐饮服务,咖啡厅,咖啡厅,116.658159,40.136458
人定湖公园,风景名胜,公园广场,公园,116.385492,39.957583
比利时使馆旧址,风景名胜,风景名胜,纪念馆,116.412434,39.901866
紫光园(天通苑店),餐饮服务,餐饮相关场所,餐饮相关,116.436254,40.072376
汉石桥湿地自然保护区,风景名胜,风景名胜,风景名胜,116.808601,40.123386
百花园,风景名胜,公园广场,公园,116.424622,39.966542
国际企业文化园清水湖,风景名胜,风景名胜,风景名胜,116.498738,39.813518
方太生活家北京体验馆,购物服务,家居建材市场,厨卫市场,116.443698,39.937569
海底捞火锅(万科时代中心店)(暂停营业),餐饮服务,中餐厅,火锅店,116.484396,39.989924
曲园酒楼,餐饮服务,中餐厅,综合酒楼|餐饮服务;中餐厅;湖南菜(湘菜),116.344839,39.924083
牛街满恒记,餐饮服务,中餐厅,火锅店,116.367750,39.932102
金顶妙峰山,风景名胜,风景名胜,省级景点,116.026452,40.06355
世纪森林公园,风景名胜,公园广场,公园,116.244977,39.824508
大中电器(大山子店),购物服务,家电电子卖场,大中,116.490129,39.987124
嘉和一品(甘家口店),餐饮服务,中餐厅,中餐厅,116.334494,39.928460
眉州东坡酒楼(亦庄店),餐饮服务,中餐厅,四川菜(川菜),116.510959,39.797129
万龙洲海鲜大酒楼(亚运村店),餐饮服务,中餐厅,海鲜酒楼,116.413209,39.989123
天主教北京总教区南岗子天主堂,风景名胜,风景名胜,教堂,116.427727,39.889256
簋街之店,购物服务,便民商店/便利店,便民商店/便利店,116.423654,39.940830
望京公园,风景名胜,公园广场,公园,116.498855,39.994772
安诚居干锅鸭头(八角店),餐饮服务,中餐厅,火锅店,116.201522,39.910572
戒台寺,风景名胜,风景名胜,寺庙道观,116.086496,39.870708
北京市朝阳区四得公园,风景名胜,公园广场,公园,116.47488,39.972136
玉渡山风景区-应梦寺,风景名胜,风景名胜,寺庙道观,115.937910,40.531488
青年湖公园,风景名胜,公园广场,公园,116.403153,39.954271
唐宫海鲜舫(丽都店),餐饮服务,中餐厅,广东菜(粤菜),116.478890,39.978364
凯德MALL(西直门店),购物服务,商场,购物中心,116.352829,39.941549
金马公园,风景名胜,公园广场,公园广场,116.582102,39.758821
卢沟晓月,风景名胜,风景名胜,风景名胜,116.220197,39.851348
太熟悉家常菜(右安门店),餐饮服务,中餐厅,北京菜,116.364752,39.867018
欧陆时尚购物中心,购物服务,商场,购物中心,116.547538,40.066885
翠微广场,购物服务,商场,购物中心,116.305421,39.908289
国际名酒城,购物服务,专卖店,烟酒专卖店,116.333902,39.802578
青龙湖旅游度假区,风景名胜,风景名胜,省级景点,116.710539,40.44746
川浙会(上地店),餐饮服务,中餐厅,浙江菜,116.311512,40.030588
法海寺森林公园法海寺,风景名胜,风景名胜,寺庙道观,116.159625,39.941191
万意百货(回龙观店),购物服务,商场,普通商场,116.334735,40.080019
四合院(国祥胡同),风景名胜,风景名胜,风景名胜,116.398978,39.946524
辣婆婆(元大都店),餐饮服务,中餐厅,四川菜(川菜),116.362947,39.976361
爆肚冯(前门店),餐饮服务,中餐厅,中餐厅,116.396016,39.897013
新中国儿童用品商店(王府井大街),购物服务,专卖店,儿童用品店,116.411561,39.913192
温野菜日式火锅(东直门店),餐饮服务,外国餐厅,日本料理,116.438832,39.940360
海底捞火锅(方庄店),餐饮服务,中餐厅,火锅店,116.427692,39.865537
徽商故里(朝内店),餐饮服务,中餐厅,安徽菜(徽菜),116.426569,39.923521
丹江渔村(四季青店),餐饮服务,中餐厅,海鲜酒楼,116.256741,39.937768
天坛公园-月季园,风景名胜,公园广场,植物园,116.409587,39.882304
盛百味(回龙观店),餐饮服务,中餐厅,特色/地方风味餐厅,116.321312,40.082189
胡·桃·里,餐饮服务,休闲餐饮场所,休闲餐饮场所,116.481555,39.974309
好伦哥(劲松店),餐饮服务,快餐厅,快餐厅,116.456297,39.881829
新奥购物中心,购物服务,商场,购物中心,116.394179,40.000042
世界城商业街,购物服务,特色商业街,特色商业街,116.452235,39.917862
天桥百货商场,购物服务,商场,普通商场,116.397949,39.880598
鹿世界主题公园,风景名胜,公园广场,公园,116.701947,40.294923
羲和雅居,餐饮服务,中餐厅,广东菜(粤菜),116.446425,39.916974
李小老烧饼(常营民族家园店),餐饮服务,餐饮相关场所,餐饮相关,116.587218,39.926054
第一楼(东四北大街店),餐饮服务,中餐厅,中餐厅,116.417395,39.930757
方庄体育公园,风景名胜,公园广场,公园,116.428484,39.867142
韩时烤肉(中粮·万科半岛广场),餐饮服务,外国餐厅,韩国料理,116.211074,39.753065
茶缘茶城,购物服务,综合市场,农副产品市场,116.326915,39.87573
牛街清真超市,购物服务,超级市场,超市,116.363311,39.887056
北京利苑酒家(中环世贸店),餐饮服务,中餐厅,广东菜(粤菜),116.456469,39.907023
蓝岛大厦西区,购物服务,商场,普通商场,116.447455,39.922568
金鼎轩(地坛店),餐饮服务,中餐厅,综合酒楼,116.415956,39.950920
老舍故居(装修中),风景名胜,风景名胜,纪念馆,116.40836,39.918626
有璟阁港式餐厅(华贸店),餐饮服务,中餐厅,广东菜(粤菜),116.478831,39.911146
哈根达斯(顺义祥云店),餐饮服务,冷饮店,冷饮店,116.536142,40.089437
炸酱面家常菜,餐饮服务,中餐厅,北京菜,116.393332,39.895073
太熟悉家常菜(惠新店),餐饮服务,中餐厅,中餐厅,116.424217,39.977967
藏红花(东城店),餐饮服务,外国餐厅,西餐厅(综合风味),116.411939,39.948365
可园,风景名胜,风景名胜,风景名胜,116.401898,39.936513
麻辣诱惑(VIVA北京富力广场),餐饮服务,中餐厅,四川菜(川菜),116.460390,39.896147
大三元(景山店)(暂停营业),餐饮服务,餐饮相关场所,餐饮相关,116.394017,39.923429
樱桃沟,风景名胜,公园广场,植物园,116.20211,40.010501
聚宝源涮肉(牛街西里店),餐饮服务,中餐厅,清真菜馆,116.363314,39.886719
柳荫公园,风景名胜,公园广场,公园,116.402084,39.960863
天雅珠宝城,购物服务,专卖店,珠宝首饰工艺品,116.421202,39.886742
迪卡侬(来广营店),购物服务,体育用品店,户外用品,116.464039,40.016481
江湖酒吧,体育休闲服务,娱乐场所,酒吧|餐饮服务;餐饮相关场所;餐饮相关,116.407830,39.935769
清真寺,风景名胜,风景名胜,回教寺,116.551742,39.765330
东山贡梨园-许愿树,风景名胜,风景名胜,风景名胜,116.141571,40.011259
纪家庙便民超市,购物服务,购物相关场所,购物相关场所,116.325945,39.84544
内联升(双井店),购物服务,服装鞋帽皮具店,品牌鞋店,116.452275,39.897105
精品公园,风景名胜,公园广场,公园,116.356935,39.919781
丰泽园(总店),餐饮服务,中餐厅,山东菜(鲁菜),116.394670,39.890824
什刹海-汇通祠,风景名胜,风景名胜,寺庙道观,116.374257,39.948045
泰莲庭,餐饮服务,外国餐厅,泰国/越南菜品餐厅,116.589812,40.429891
小米之家(昌平永旺店),购物服务,家电电子卖场,数码电子,116.289314,40.097524
北京东方普罗旺斯薰衣草庄园,风景名胜,风景名胜,风景名胜,116.619549,40.339504
欧尚超市(金四季店),购物服务,超级市场,超市,116.2710395,39.94363227
串来串去(中关村店),餐饮服务,中餐厅,特色/地方风味餐厅|餐饮服务;中餐厅;火锅店,116.318353,39.972900
翠明湖,风景名胜,风景名胜,风景名胜,116.339001,40.132982
楠书房,风景名胜,风景名胜,风景名胜,116.389256,39.941472
姚记炒肝店(鼓楼店),餐饮服务,中餐厅,北京菜,116.396771,39.940915
北京福海家园餐厅,餐饮服务,中餐厅,综合酒楼,116.661732,40.292379
无名居(西直门总店),餐饮服务,中餐厅,综合酒楼,116.342015,39.946599
天主教北京总教区西什库天主堂北堂,风景名胜,风景名胜,教堂,116.378292,39.925349
铃木食堂(帽儿胡同店)(暂停营业),餐饮服务,外国餐厅,日本料理,116.402072,39.936255
大王庙,风景名胜,风景名胜,寺庙道观,116.265364,39.799100
十三陵-德陵,风景名胜,风景名胜,世界遗产,116.264719,40.28943
老君堂公园,风景名胜,公园广场,公园,116.519094,39.831506
局气(前门店),餐饮服务,餐饮相关场所,餐饮相关,116.396993,39.897931
西门金街,购物服务,特色商业街,特色商业街,116.638306,39.904622
金百万(运河店),餐饮服务,中餐厅,综合酒楼,116.680149,39.900351
三样菜(工体店),餐饮服务,中餐厅,四川菜(川菜),116.446483,39.932278
小楼饭店(清真店),餐饮服务,中餐厅,清真菜馆|餐饮服务;中餐厅;综合酒楼,116.668984,39.907528
甘泉,风景名胜,公园广场,公园,116.329939,39.925327
当代商城(鼎城店),购物服务,商场,购物中心,116.196019,39.925638
北京台湾街,购物服务,特色商业街,特色商业街,116.236352,39.904387
唐宫海鲜舫(西藏大厦店),餐饮服务,中餐厅,海鲜酒楼,116.413920,39.987875
圣熙8号购物中心,购物服务,商场,购物中心,116.353909,40.008648
杨记兴·臭鳜鱼(方庄店),餐饮服务,中餐厅,安徽菜(徽菜),116.422147,39.866989
采风广场,风景名胜,公园广场,城市广场,116.697848,40.131331
虎峪自然风景区,风景名胜,风景名胜,风景名胜,116.106782,40.325195
第六季自助餐厅(西三环北路店),餐饮服务,中餐厅,中餐厅,116.308996,39.953217
石景山古城公园,风景名胜,公园广场,公园,116.193239,39.911757
蓝蛙(中关村店),餐饮服务,中餐厅,中餐厅,116.313968,39.979982
苏荷时代商业广场,购物服务,商场,普通商场,116.644454,39.891591
北海公园-团城,风景名胜,风景名胜,风景名胜,116.389132,39.922962
稻道鲜御园酒家,餐饮服务,中餐厅,广东菜(粤菜),116.401213,39.986716
果多美(永定路店),购物服务,综合市场,果品市场,116.264343,39.917816
煲煲好(朝阳门店),餐饮服务,中餐厅,广东菜(粤菜),116.435148,39.928120
超级物种(鲁谷店),购物服务,购物相关场所,购物相关场所,116.232157,39.894059
天兰优品(古城南路店),购物服务,商场,普通商场,116.190475,39.911405
京燕食府,餐饮服务,中餐厅,中餐厅,116.203882,39.907998
天兰优品(古城南路店),购物服务,商场,普通商场,116.190475,39.911405
京燕食府,餐饮服务,中餐厅,中餐厅,116.203882,39.907998
金鼎轩(方庄店),餐饮服务,中餐厅,综合酒楼,116.431873,39.865649
妫河森林公园,风景名胜,公园广场,公园,115.905045,40.442594
宏源南门涮肉(天坛店),餐饮服务,中餐厅,火锅店,116.413541,39.873864
晋江会馆,风景名胜,风景名胜,风景名胜,116.380637,39.893758
易事达广场,购物服务,商场,购物中心,116.421519,40.042546
颐堤港,购物服务,商场,购物中心,116.491306,39.969661
奥运文化广场,风景名胜,公园广场,城市广场,116.450675,39.957154
万春园,风景名胜,风景名胜,风景名胜,116.313392,40.000519
梧桐小院,餐饮服务,休闲餐饮场所,休闲餐饮场所,116.349542,39.919744
雾灵山国家森林公园,风景名胜,风景名胜,国家级景点,117.431478,40.630397
秋栗香(地安门店),购物服务,综合市场,农副产品市场,116.396062,39.933194
二郎庙,风景名胜,风景名胜,寺庙道观,116.306976,39.845159
香河家具(阳光街),购物服务,家居建材市场,家具城,116.856742,40.367506
宏源南门涮肉(后海店),餐饮服务,中餐厅,火锅店,116.393880,39.938017
紫光园(昌平店),餐饮服务,中餐厅,清真菜馆,116.256093,40.210723
云柏鞋业(鼓楼西大街店),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,116.846207,40.376967
徐悲鸿纪念馆(暂停营业),风景名胜,风景名胜,纪念馆,116.371498,39.945077
东风公园,风景名胜,公园广场,公园,116.516966,39.956645
东风公园,风景名胜,公园广场,公园,116.516966,39.956645
哇哇叫(东直门外大街),餐饮服务,中餐厅,中餐厅,116.445526,39.941477
猫小院(后海店),餐饮服务,外国餐厅,西餐厅(综合风味),116.392911,39.938317
福成自助烤肉(华冠天地城关店),餐饮服务,外国餐厅,韩国料理,115.983405,39.702074
国泰百货(通州店),购物服务,商场,普通商场,116.635017,39.906862
中国农工银行旧址,风景名胜,风景名胜,纪念馆,116.392441,39.901623
铃木食堂(杨梅竹店),餐饮服务,外国餐厅,日本料理,116.393610,39.895977
安妮意大利餐厅(国贸店),餐饮服务,外国餐厅,意式菜品餐厅,116.465110,39.906406
丰益花园,风景名胜,公园广场,公园,116.312665,39.861454
小吊梨汤(后沙峪店),餐饮服务,中餐厅,中餐厅,116.542972,40.099559
望湘园(永旺店),餐饮服务,中餐厅,湖南菜(湘菜),116.289391,40.096415
家乐福(双井店),购物服务,超级市场,家乐福,116.474223,39.894073
毛纺城市场,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,116.335814,40.036166
唐古拉山食府,餐饮服务,中餐厅,四川菜(川菜),116.269614,39.908211
兆佳眼镜城,购物服务,专卖店,眼镜店,116.460609,39.879253
大中电器(顺义店),购物服务,家电电子卖场,大中,116.651898,40.126281
资和信百货,购物服务,商场,普通商场,116.285008,39.837893
北京顺鑫绿色度假村,风景名胜,风景名胜相关,旅游景点,116.739102,40.083182
次渠饭店,餐饮服务,中餐厅,综合酒楼,116.570072,39.803884
古塔公园十方诸佛宝塔,风景名胜,风景名胜,风景名胜,116.536521,39.876376
古塔公园十方诸佛宝塔,风景名胜,风景名胜,风景名胜,116.536521,39.876376
斯普瑞斯奥特莱斯,购物服务,商场,购物中心,116.596363,40.011842
果多美(花园路店),购物服务,综合市场,果品市场,116.365484,39.982040
云龙涧自然风景区-大云峰禅寺,风景名胜,风景名胜,寺庙道观,116.779497,40.486767
嘉和一品(天通苑店),餐饮服务,中餐厅,中餐厅,116.412846,40.074998
三友商场,购物服务,商场,普通商场,116.417038,39.922902
天府之国(西苑路),餐饮服务,中餐厅,中餐厅,116.398105,40.179386
渝信川菜(西单赛特店),餐饮服务,中餐厅,四川菜(川菜),116.373285,39.913049
天坛公园-祈年殿东配殿,风景名胜,风景名胜,国家级景点,116.413575,39.883022
韩村河公园,风景名胜,公园广场,公园广场,115.955120,39.597157
北京市天坛公园管理处,风景名胜,公园广场,公园广场,116.418200,39.878519
安妮意大利餐厅(三里屯店),餐饮服务,外国餐厅,意式菜品餐厅,116.450686,39.932386
永顺炸鸡店(永顺直营总店),餐饮服务,餐饮相关场所,餐饮相关,116.656278,39.914410
吕家营餐饮街,购物服务,特色商业街,特色商业街,116.468672,39.842092
莲花山森林公园,风景名胜,风景名胜,风景名胜,116.282696,40.438556
火炉火(北京apm),餐饮服务,外国餐厅,韩国料理,116.412250,39.915169
九十九顶毡房烤全羊(清河店),餐饮服务,中餐厅,特色/地方风味餐厅,116.367959,40.040508
金簋小山城(簋街二店),餐饮服务,中餐厅,特色/地方风味餐厅|餐饮服务;中餐厅;火锅店,116.423476,39.941292
蟹老宋香锅(西坝河店),餐饮服务,中餐厅,火锅店,116.435555,39.969130
盒马鲜生(十里堡店),购物服务,超级市场,超市,116.504876,39.915318
国泰百货(平谷店),购物服务,商场,普通商场,117.111082,40.14075
嘉和一品粥(中关村店),餐饮服务,中餐厅,特色/地方风味餐厅,116.307096,39.982228
优衣库(大悦城西单店),购物服务,服装鞋帽皮具店,品牌服装店,116.373112,39.911312
金台夕照,风景名胜,风景名胜,风景名胜,116.459796,39.915448
猜火车餐厅,餐饮服务,中餐厅,云贵菜,116.411901,39.943706
涵虚堂,风景名胜,风景名胜,世界遗产,116.281810,40.000668
晋阳饭庄(虎坊桥店),餐饮服务,中餐厅,中餐厅,116.387427,39.889957
TRB Hutong,餐饮服务,外国餐厅,法式菜品餐厅,116.403562,39.927573
新悦百货,购物服务,商场,普通商场,116.629223,40.314025
北京国际玩具城A区,购物服务,商场,普通商场,116.410327,39.857700
龙庆峡(复兴商业城店),购物服务,服装鞋帽皮具店,品牌服装店,116.347869,39.906780
Apple 王府井,购物服务,家电电子卖场,数码电子,116.411697,39.915173
必胜客(工体北路店),餐饮服务,快餐厅,必胜客,116.444221,39.934251
大董(金宝汇购物中心),餐饮服务,中餐厅,特色/地方风味餐厅,116.420970,39.915119
内联升鞋店(大栅栏总店),购物服务,服装鞋帽皮具店,品牌鞋店,116.395328,39.895747
中庭广场,风景名胜,公园广场,城市广场,116.483845,39.990028
一品香山,餐饮服务,中餐厅,广东菜(粤菜),116.232542,39.985900
华联商厦(安贞店)(装修中),购物服务,商场,购物中心,116.40117,39.970603
江边城外烤鱼(方庄店),餐饮服务,中餐厅,特色/地方风味餐厅,116.430285,39.863751
段祺瑞执政府旧址,风景名胜,风景名胜,风景名胜,116.415086,39.93411
段祺瑞执政府旧址,风景名胜,风景名胜,风景名胜,116.415086,39.93411
嘉和一品(嘉诚店),餐饮服务,中餐厅,特色/地方风味餐厅,116.293335,39.856876
菜百首饰(西单店),购物服务,专卖店,珠宝首饰工艺品,116.373237,39.911791
小米之家(荟聚中心店),购物服务,家电电子卖场,数码电子,116.326502,39.786924
北京中华民族博物院北园,风景名胜,风景名胜,国家级景点,116.391384,39.98287
萨莉亚意式餐厅(崇文宝鼎店),餐饮服务,外国餐厅,意式菜品餐厅,116.413802,39.899530
新旧家具市场,购物服务,家居建材市场,家居建材市场,116.456161,39.813365
菜市口百货(菜百店),购物服务,商场,普通商场,116.359359,39.888887
北京基督教丰台堂,风景名胜,风景名胜,教堂,116.347961,39.837398
祥和园,风景名胜,公园广场,公园,116.382129,39.862204
必胜客(惠新东桥店),餐饮服务,快餐厅,必胜客,116.423421,39.989478
那家小馆(大兴店),餐饮服务,中餐厅,中餐厅,116.344092,39.765335
工美大厦(东单三条),购物服务,商场,购物中心,116.411874,39.910868
新世纪服装大厦,购物服务,商场,商场,116.399481,39.850656
孙中山先生行馆,风景名胜,风景名胜,风景名胜,116.411019,39.933624
站点比萨(新世界百货崇文店青春馆),餐饮服务,外国餐厅,意式菜品餐厅,116.417879,39.896565
汤城小厨(北京银泰中心in01),餐饮服务,中餐厅,中餐厅,116.459614,39.907241
必胜客(东直门店),餐饮服务,快餐厅,必胜客,116.445221,39.941524
花马天堂云南餐厅(前门东大街),餐饮服务,中餐厅,云贵菜,116.402060,39.901861
荷花市场,购物服务,综合市场,综合市场,116.3913,39.934772
局气(西单店),餐饮服务,中餐厅,北京菜,116.380193,39.912429
静莲斋素食餐厅(北京西直门店),餐饮服务,中餐厅,中式素菜馆,116.340646,39.948636
火凤凰重庆火锅(东直门店),餐饮服务,中餐厅,火锅店,116.426812,39.941368
映日荷花,餐饮服务,中餐厅,中餐厅,116.460364,39.996464
日昌餐馆(德胜门店),餐饮服务,快餐厅,茶餐厅,116.381502,39.951597
中华万丰小吃,餐饮服务,中餐厅,综合酒楼,116.293783,39.871305
宝瑞通典当行(西坝河店),购物服务,特殊买卖场所,典当行,116.433102,39.969960
漫咖啡(万柳店),餐饮服务,咖啡厅,咖啡厅,116.297804,39.968558
文宇奶酪店(南锣鼓巷店),餐饮服务,甜品店,甜品店,116.403112,39.938691
北京燕莎奥特莱斯购物中心A座,购物服务,商场,购物中心,116.488038,39.876818
麦当劳(顺平路餐厅),餐饮服务,快餐厅,快餐厅,117.094876,40.146493
嘉和一品(三里河店),餐饮服务,中餐厅,特色/地方风味餐厅,116.339391,39.914186
高米店公园,风景名胜,公园广场,公园,116.341139,39.765632
